news,source,label
ಆರೆಸ್ಸೆಸ್‌ ಕಂಡರೆ ಎಲ್ಲರಿಗೂ ಭಯ: ಸದಾನಂದಗೌಡ ಮಾತಿಗೆ ಸಿದ್ದು ತಿರುಗೇಟು,asianet,1
"Digital census ಡಿಜಿಟಲ್ ಜನಗಣತಿ ಘೋಷಿಸಿದ ಅಮಿತ್ ಶಾ, ಜನನ ಹಾಗೂ ಮರಣ ಇ ಸೆನ್ಸಸ್ ಜೊತೆ ಜೋಡಣೆ",asianet,1
"ಹಣದುಬ್ಬರ: ಉಪ್ಪಿನಿಂದ ಸೋಪಿನವರೆಗೆ.., ಬೆಲೆ ಹೆಚ್ಚಳವಿಲ್ಲ, ಆದ್ರೆ ಪ್ರಮಾಣ ಕಡಿಮೆ",asianet,1
ಜಗತ್ತಿನಲ್ಲಿನ ಸಿರಿವಂತರ ಪಟ್ಟಿಯಲ್ಲಿ ಸೋನಿಯಾಗಾಂಧಿ ನಾಲ್ಕನೆ ಸ್ಥಾನದಲ್ಲಿ ಇಲ್ಲ,factly,0
"ಕರ್ನಾಟಕದಲ್ಲಿ ಕೋವಿಡ್‌ ಹೆಚ್ಚಳ; ಲಸಿಕಾಕರಣಕ್ಕೆ ವೇಗ ನೀಡಿ: ಕೇಂದ್ರ ಸೂಚನೆ                              
                        ",prajavani,1
"ರೈಲ್ವೆ ಹಳಿಗಳನ್ನು ಸ್ಪೋಟಿಸಲು ಪಾಕ್ ಸಂಚು, ಗುಪ್ತಚರ ವಿಭಾಗದ ಎಚ್ಚರಿಕೆ",asianet,1
ಏನಿದು ಅಗ್ನಿಪಥ ಯೋಜನೆ? ಯಾರೆಲ್ಲ ಅಗ್ನಿವೀರ್‌ ಆಗಬಹುದು? ಅರ್ಹತೆ ಏನು? ವೇತನ ಎಷ್ಟು? ಇಲ್ಲಿದೆ ಸಂಪೂರ್ಣ ಮಾಹಿತಿ,asianet,1
 ದಿನಕ್ಕೆ 3 ಬಾರಿ ಶಿವಲಿಂಗದ ಬಣ್ಣ ಬದಲಾಗುತ್ತೆ! ದರ್ಶನ ಪಡೆಯಿರಿ,news18,1
"ಈ ಬಾರಿ ರಾಷ್ಟ್ರಪತಿ ಚುನಾವಣೆಯಲ್ಲಿ ಕಡಿಮೆಯಾಗಲಿದೆ ಸಂಸದರ ಮತಗಳ ಮೌಲ್ಯ, ಕಾರಣ ಕಾಶ್ಮೀರ... ಹೇಗೆ?",asianet,1
"Covid 19 cases ಭಾರತದಲ್ಲಿ ಕೊರೋನಾ 4ನೇ ಅಲೆ ಭೀತಿ, 2,828 ಹೊಸ ಪ್ರಕರಣ ಪತ್ತೆ",asianet,1
"ವಿದ್ಯುತ್‌ ಕಾರಿಡಾರ್‌ ಪರಿಹಾರಕ್ಕೆ ಆಗ್ರಹಿಸಿ ರೈತರ ಪ್ರತಿಭಟನೆ                              
                        ",prajavani,1
"ಯೋಜನಾ ಆಯೋಗದ ಹೆಸರು ಬದಲಿಸಿದ ರಾಜ್ಯ ಸರ್ಕಾರ                              
                        ",prajavani,1
 ಸುಳ್ಳು ಸುದ್ದಿಯಿಂದ ಪೋಷಕರು ಬೇಸ್ತು,asianet,0
ಸ್ವಿಸ್ ಬ್ಯಾಂಕ್‌ನಲ್ಲಿ ಕಪ್ಪುಹಣ ಹೊಂದಿರುವವರ ಪಟ್ಟಿಯನ್ನು ವಿಕಿಲೀಕ್ಸ್ ಪ್ರಕಟಿಸಿಲ್ಲ,factly,0
"ಈ ಪೋಟೋದಲ್ಲಿ ಇರುವ ವ್ಯಕ್ತಿ ಉತ್ತರಪ್ರದೇಶ ಬಿಜೆಪಿ ಮುಖಂಡ, ಹತ್ರಾಸ್‌ ಅತ್ಯಾಚಾರ ಘಟನೆಯ ಆರೋಪಿಯ ತಂದೆ ಅಲ್ಲ",factly,0
"ಗೋಧ್ರಾ ಪ್ರಕರಣ, ಮೋದಿಗೆ ಬಿಗ್ ರಿಲೀಫ್, ನಿರ್ದೋ‍ಷಿ ಎಂದು ತೀರ್ಪಿತ್ತ ಸುಪ್ರೀಂ",asianet,1
"ಬಿಬಿಎಂಪಿ ವಾರ್ಡ್‌ ಮೀಸಲಾತಿ: ಬಿಜೆಪಿಯಿಂದಲೇ ಆಕ್ರೋಶ                              
                        ",prajavani,1
ಚನ್ನಗಿರಿಯಲ್ಲಿ ಹಾಡಹಗಲೇ ವ್ಯಕ್ತಿಯ ಬರ್ಬರ ಕೊಲೆ: ಭಯಾನಕ ವಿಡಿಯೋ ಮೊಬೈಲ್‌ನಲ್ಲಿ ಸೆರೆ,asianet,1
"ಕಾರ್ಕಳ: ಅಸ್ವಸ್ಥ ವೃದ್ಧೆ ಆತ್ಮಹತ್ಯೆ                              
                        ",prajavani,1
ಮೋದಿ ಕಾಪ್ಟರ್‌ ಬಳಿ ಬಲೂನ್‌ ಹಾರಾಟ: ಭಾರಿ ಭದ್ರತಾಲೋಪ: 4 ಕಾಂಗ್ರೆಸ್‌ ನಾಯಕರು ಅಂದರ್,asianet,1
 ಲಸಿಕೆ ಪಡೆದ ಬಳಿಕ ದೇಹದಲ್ಲಿ ಕಾಂತೀಯ ಶಕ್ತಿ.? ಉಡುಪಿಯಲ್ಲೊಬ್ಬ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಮ್ಯಾನ್..,asianet,0
" ಸಮುದ್ರಕ್ಕೆ ಕೊರೋನಾ ಸೋಂಕಿತರ ಹೆಣ, ಮೀನು ತಿನ್ಬೇಡಿ",asianet,0
ಹಿರಿಯ ಐಎಎಸ್ ಅಧಿಕಾರಿ ಮುನೀಶ್ ಮೌದ್ಗಿಲ್‌ಗೆ ಬೆದರಿಕೆ: ಅವಾಜ್​ ಹಾಕಿದ್ದ ಆರೋಪಿಯ ಬಂಧನ ,asianet,1
"ಕೆಂಪುಕೋಟೆ ಮೇಲೆ ಖಲಿಸ್ತಾನದ ಧ್ವಜ ಹಾರಿತಾ? ರೈತ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ  ಸತ್ಯವೆಷ್ಟು, ಸುಳ್ಳೆಷ್ಟು.?",asianet,0
Mysuru Crime News: ತಲೆ ಕೂದಲು ಉದುರುವ ಸಮಸ್ಯೆ: ಬೇಸತ್ತ ಯುವತಿ ಆತ್ಮಹತ್ಯೆ,asianet,1
ಆಳಂದದಲ್ಲಿ 75 ಕಿ.ಮೀ. ತಿರಂಗ ಯಾತ್ರೆ ,prajavani,1
ರಹಸ್ಯ ಇನ್ಸ್ಟಾಗ್ರಾಮ್ ಖಾತೆ ಹೊಂದಿದ್ದಾರಂತೆ ಎಲಾನ್‌ ಮಸ್ಕ್: ಯಾಕೆ ಗೊತ್ತಾ?,asianet,1
" ಈ ದೇಶದಲ್ಲಿ 1GB ಡೇಟಾಗೆ 3,500 ರೂಪಾಯಿ! ಅತಿ ಕಡಿಮೆ ಬೆಲೆಗೆ ಡೇಟಾ ನೀಡುವ ದೇಶ ಯಾವುದು ಗೊತ್ತಾ?",news18,1
"ಬೆಂಗಳೂರಿನಲ್ಲಿ ಪಿಎಸ್ಐ ಆತ್ಮಹತ್ಯೆ, ಕಾರಣ ನಿಗೂಢ",asianet,1
"ಸುಷ್ಮಾ ಸ್ವರಾಜ್ ಪುಣ್ಯತಿಥಿ, ವಿರೋಧಿಗಳೇ ತಲೆಬಾಗಿದ, ಭಾರತದ ಅತ್ಯಂತ ಪ್ರೀತಿಯ ರಾಜಕಾರಣಿಗೆ ಗೌರವ ನಮನ",asianet,1
ಗಗನ ಸಖಿಯ ಮೋಹಕ ಡ್ಯಾನ್ಸ್‌ಗೆ ಪಡ್ಡೆ ಹೈಕ್ಳು ಫುಲ್ ಫಿದಾ,asianet,1
"ಕನ್ಹಯ್ಯಲಾಲ್ ಕುಟುಂಬಕ್ಕೆ ಸಹಾಯ, 24 ಗಂಟೆಯಲ್ಲಿ 1 ಕೋಟಿ ರೂಪಾಯಿ ದೇಣಿಗೆ",asianet,1
"ಚಾಮರಾಜನಗರ: ಬಿಡುವು ನೀಡಿದ ಮಳೆ, ಮುಂದುವರಿದ ನೆರೆ ಭೀತಿ                              
                        ",prajavani,1
ಶಂಕಿತ ಉಗ್ರನ ಬಂಧನ: ಭಯೋತ್ಪಾದಕರ ಅಡಗುತಾಣವಾಗ್ತಿದೆಯಾ ಬೆಂಗಳೂರು? ,asianet,1
ಹಾರರ್ ಸಿನಿಮಾ ದಿ ಕಂಜ್ಯೂರಿಂಗ್‌ಗೆ ಸ್ಫೂರ್ತಿಯಾಗಿದ್ದ ಮನೆ 11 ಕೋಟಿ ರೂ.ಗೆ ಸೇಲ್,asianet,1
ಪಂಜಾಬ್‌ ಪೊಲೀಸರಿಂದ 7 ಲಕ್ಷ ಡ್ರಗ್ಸ್ ಕ್ಯಾಪ್ಸೂಲ್‌ ವಶ,asianet,1
 ಇಮ್ರಾನ್‌ ಖಾನ್‌ ಸರ್ಕಾರ ವಿರುದ್ಧ ನಡೆದ ರ್ಯಾಲಿಯಲ್ಲಿ ಭಾರತದ ರಾಷ್ಟ್ರಧ್ವಜ?,asianet,0
" ರಾಮ ರಾಮ ರೇ ನಿರ್ದೇಶಕರ ಹೊಸ ಸಿನಿಮಾದ ಟೈಟಲ್​ ಲಾಂಚ್, ಸಾಥ್ ನೀಡಿದ ಅಶ್ವಿನಿ ಪುನೀತ್ ರಾಜ್​ಕುಮಾರ್",news18,1
Tumakuru: ಸಚಿವ ಬಿ.ಸಿ ನಾಗೇಶ್‌ ಮನೆ ಎದುರು ಪ್ರತಿಭಟನೆ ನಡೆಸಿದ ವಿದ್ಯಾರ್ಥಿಗಳು ಜೈಲು ಪಾಲು,asianet,1
 ಅದರ ಹಿಂದಿನ ಸತ್ಯಾಂಶ ಇಲ್ಲಿದೆ,prajavani,0
ರೋಹಿತ್ ಚಕ್ರತೀರ್ಥ ವಿರುದ್ಧ ಕ್ರಮ: ಕುವೆಂಪು ಪ್ರತಿಷ್ಠಾನದ ಅಧ್ಯಕ್ಷ ಹಂಪನಾ ರಾಜೀನಾಮೆ,asianet,1
"ಅಗ್ನಿವೀರರಿಗೆ ಕಾರ್ಪೋರೆಟ್‌ ನೌಕರಿ ಆಫರ್‌: ಟಿವಿಎಸ್‌, ಬಯೋಕಾನ್‌, ಅಪೋಲೋದ ಬೆಂಬಲ",asianet,1
 ಕೇಂದ್ರ ಸರ್ಕಾರವು 4 ಹಂತದಲ್ಲಿ ಕೋವಿಡ್ ಪರಿಹಾರ ನಿಧಿ ನೀಡುತ್ತಿದೆಯೇ? ,oneindia,0
 ಗಗನಯಾನ್ ಸ್ಥಗಿತ ಪರೀಕ್ಷೆ ಎಂದರೇನು? ಫುಲ್ ಡೀಟೆಲ್ಸ್ ಇಲ್ಲಿದೆ,news18,1
"ಭೂಮಿಯ ಸತ್ವ ಉಳಿಸುವ ಪದ್ಧತಿಯಲ್ಲಿ ಯಶಸ್ಸು ಕಂಡ ರೈತ ಮಲ್ಲಿಕಾರ್ಜುನ                              
                        ",prajavani,1
 ನಿಮ್ಮ ಫಾಸ್ಟ್‌ಟ್ಯಾಗ್‌ನಿಂದ ಹಣ ಕಳ್ಳತನ ,oneindia,0
"ಹಿಂದುತ್ವ, ಕಾರ್ಪೊರೆಟ್ ಅಕ್ರಮಕೂಟ ಸಂವಿಧಾನ ವಿರೋಧಿ ",prajavani,1
"ಭಾರತದಿಂದ ಸಾಕಷ್ಟು ಪ್ರೀತಿ ಸಿಕ್ಕಿದೆ: ಪಾಕಿಸ್ತಾನದ ಚಿನ್ನದ ಹುಡುಗ ನೂಹ್‌ ಭಟ್‌                              
                        ",prajavani,1
 18 ವರ್ಷ ಮೇಲ್ಪಟ್ಟ ದೇಶದ ಪ್ರತಿಯೊಬ್ಬ ಪ್ರಜೆಗೂ 1.30 ಲಕ್ಷ ರು. ಬಿಡುಗಡೆ?,asianet,0
 ನೀಟ್‌ ಪರೀಕ್ಷೆ ಮುಂದೂಡಲಾಯ್ತೆ?﻿Title,asianet,0
"ಕಸದ ತೊಟ್ಟಿಯಲ್ಲಿ ಗೋವಿನ ಮೃತದೇಹ, ಈ ಗೋಶಾಲೆಯ ಹಲವು ಹಸುಗಳು ಸಾಯುವ ಹಂತದಲ್ಲಿ",asianet,1
 ಆಪ್‌ನಿಂದ ಮುಸ್ಲಿಮರಿಗೆ ಮಾತ್ರ ಪರಿಹಾರ,asianet,0
ಒಹಾಯೋ ಸ್ಟೇಟ್‌ಹೌಸ್‌ನಲ್ಲಿನ ಪ್ರತಿಭಟನಕಾರರ ವಿಡಿಯೋವನ್ನು “ಶ್ವೇತಭವನಕ್ಕೆ ಪ್ರತಿಭಟನಾಕಾರರು ನುಗ್ಗಿದ್ದಾರೆ” ಎಂದು ಸುಳ್ಳು ಸುದ್ದಿ ಹರಡಲಾಗಿದೆ,factly,0
ಬ್ರೆಜಿಲಿಯನ್ ವಾಯುಪಡೆಯ ವಿಮಾನಗಳಿಗೆ ಆಗಸದಲ್ಲಿ ಇಂಧನ ತುಂಬುವ ವಿಡಿಯೋ ತುಣುಕನ್ನು ಭಾರತ ಖರೀದಿಸಿದ ರಫೇಲ್ ಫೈಟರ್ ಜೆಟ್‌ಗಳೆಂದು ಬಿಂಬಿಸಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
ನಾಳೆ ಲಾಲ್‌ಬಾಗ್‌ನಲ್ಲಿ 212ನೇ ಫ್ಲವರ್‌ ಶೋ : ಪಾರ್ಕಿಂಗ್ ವ್ಯವಸ್ಥೆ ಹೀಗಿದೆ,asianet,1
"ಬೆಂಗಳೂರು: ಸಂಭ್ರಮ ಹೆಚ್ಚಿಸಿದ ವರಮಹಾಲಕ್ಷ್ಮಿ                              
                        ",prajavani,1
ಉದಯ್‌ಪುರ ಬಳಿಕ ಮಹಾದಲ್ಲೂ ಭಯಾನಕ  ಕೃತ್ಯ: ನೂಪುರ್‌ ಬೆಂಬಲಿಸಿದ್ದಕ್ಕೆ ವ್ಯಕ್ತಿಯ ಇರಿದು ಕೊಲೆ,asianet,1
 ತಣ್ಣಗಾದ ನಿಂಬೆ ಸಿಪ್ಪೆ ಕ್ಯಾನ್ಸರ್ ಗುಣಪಡಿಸಬಹುದು ಎಂಬುದಕ್ಕೆ ಯಾವುದೇ ವೈಜ್ಞಾನಿಕ ಪುರಾವೆಗಳಿಲ್ಲ,asianet,0
ಟೊಕಿಯೋ 2020ರ ಒಲಂಪಿಕ್ಸ್‌ಗಾಗಿ ಸಿದ್ಧಪಡಿಸಿದ ಪಟಾಕಿ ಪ್ರದರ್ಶನವೆಂದು ಸಂಬಂಧವಿಲ್ಲದ ಡಿಜಿಟಲ್ ಸಿಮ್ಯುಲೇಶನ್ ವಿಡಿಯೋ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ನಿರಂತರ ಮಳೆ- ತಾಲ್ಲೂಕಿನಾದ್ಯಂತ 50 ಮನೆಗಳಿಗೆ ಹಾನಿ                              
                        ",prajavani,1
 ಭಾರತದಲ್ಲಿ ಚೀನಾ ಬ್ಯಾಂಕ್‌ ತೆರೆಯಲು ಅನುಮತಿ ನೀಡಿತಾ ಆರ್‌ಬಿಐ?,asianet,0
"ಬಿರುಸಿನ ಮಳೆ ನಡುವೆಯೇ ಖರೀದಿ ಸಂಭ್ರಮ                              
                        ",prajavani,1
" ಮಳೆಯ ಅಬ್ಬರಕ್ಕೆ ಕೇರಳ ತತ್ತರ, 4 ಮಂದಿ ಸಾವು",news18,1
2011ರ ಬಿಹಾರದ ಸ್ತಬ್ಧಚಿತ್ರವನ್ನು ಯುಪಿಯಲ್ಲಿ ಅಖಿಲೇಶ್ ಯಾದವ್ ಸಿಎಂ ಆಗಿದ್ದಾಗಿನ ಸ್ತಬ್ಧಚಿತ್ರ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
"ಚಿಕ್ಕಮಗಳೂರು ಕ್ಷೇತ್ರದಿಂದ ಸ್ಪರ್ಧಿಸಲು ಸಿದ್ದರಾಮಯ್ಯಗೆ ಸಚಿನ್‌ ಮೀಗಾ ಮನವಿ                              
                        ",prajavani,1
"ಆರಂಭವಾದ ಮೂರೇ ದಿನಕ್ಕೆ ಮಲ್ಪೆ ಬೀಚ್‌ನ ತೇಲುವ ಸೇತುವೆ ಸ್ಥಗಿತ, ಬ್ಲಾಕ್‌ಗಳು ಚೆಲ್ಲಾಪಿಲ್ಲಿ",asianet,1
"EPFO | ಪಿಂಚಣಿ ಖಾತೆದಾರರ ಮಾಹಿತಿ ಸೋರಿಕೆ: ಎಚ್ಚರಿಕೆ ನೀಡಿದ ಭದ್ರತಾ ಸಂಶೋಧಕ                              
                        ",prajavani,1
ಪೆಟ್ರೋಮ್ಯಾಕ್ಸ್‌ ಬಗ್ಗೆ ಸತೀಶ್ ನೀನಾಸಂ ಅಲಿಯಾಸ್ ಊದುಬತ್ತಿ ಶಿವಪ್ಪ ಮಾತು,asianet,1
 ಹಳೇ ₹100 ಅಮಾನ್ಯ? ಸೋಷಿಯಲ್‌ ಮೀಡಿಯಾ ಪೋಸ್ಟ್,asianet,0
"ಆರು ವರ್ಷವಾದರೂ ಆಗದ ಫರ್ಸ್ಟ್ ನೈಟ್, 2 ತಿಂಗಳ ಒಳಗಾಗಿ ಗಂಡನ ಮನೆಯನ್ನು ಖಾಲಿ ಮಾಡಿ ಎಂದ ಕೋರ್ಟ್",asianet,1
 ಈಗ ಕಪಿಲ್ ದೇವ್ ಸರದಿ,oneindia,0
ಕೇಂದ್ರ ಸಂಪುಟ ಸೇರಲ್ಲ: ಬಿಹಾರ ಸಿಎಂ ನಿತೀಶ್ ಕುಮಾರ್‌ ನೇತೃತ್ವದ ಜೆಡಿಯು ,prajavani,1
"ಗುನ್ನಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ವನ ಮಹೋತ್ಸವ                              
                        ",prajavani,1
"ಪರದೇಶಪ್ಪನ ಮಠ ಪ್ರದೇಶ: ವಿಷ ಸೇವನೆಗೆ ಮುಂದಾದ ಗ್ರಾಮಸ್ಥರು                              
                        ",prajavani,1
 ನೈನಿತಾಲ್‌ನಲ್ಲಿ ಮುಸ್ಲಿಮರ ಜನಸಂಖ್ಯೆ ಹೆಚ್ಚಳ ನಿಜವೇ?,prajavani,0
"ಬ್ಯಾಂಕ್ ವಂಚನೆ ಆರೋಪಿ ವಿಜಯ್ ಮಲ್ಯಗೆ 4 ತಿಂಗಳ ಜೈಲು , 2 ಸಾವಿರ ರೂ ದಂಡ",asianet,1
"ಸಂಭ್ರಮದ ವರಮಹಾಲಕ್ಷ್ಮಿ ಪೂಜೆ                              
                        ",prajavani,1
"’ವೀರಶೈವ ಲಿಂಗಾಯತರನ್ನು ಹಿಂದುಳಿದವರ ಪಟ್ಟಿಗೆ ಸೇರಿಸಿ‘                              
                        ",prajavani,1
 ಫ್ಯೂಜಿ ಪರ್ವತದ ವೈರಲ್ ಚಿತ್ರದ ಹಿಂದಿನ ಸತ್ಯವೇನು?,oneindia,0
ಬಳ್ಳಾರಿ: ಹೆಂಡತಿ ಬಗ್ಗೆ ಕೆಟ್ಟದಾಗಿ ಬೈದ ಸ್ನೇಹಿತನ ಕೊಲೆ,asianet,1
 ABHA ಅಡಿಯಲ್ಲಿ ಸರ್ಕಾರ 5 ಲಕ್ಷ ಆರೋಗ್ಯ ವಿಮೆಯನ್ನು ನೀಡುತ್ತಿದೆಯೇ?,oneindia,0
"ಸ್ಟಾಫ್‌ ನರ್ಸ್, ಸಿಬ್ಬಂದಿ ಅಮಾನತಿಗೆ ಶಿಫಾರಸು                              
                        ",prajavani,1
ಬಾಲಿವುಡ್ ನಟಿ ಶ್ರೀದೇವಿ ಅವರದ್ದು ಅನ್ನಲಾದ ಈ ಮರಣೋತ್ತರ ವರದಿ ನಿಜವಲ್ಲ,factly,0
Karnataka Rain Updates: ರಾಜ್ಯದ 14 ಜಿಲ್ಲೆಗಳಲ್ಲಿ ವರುಣಾರ್ಭಟ : ಕರುನಾಡಿಗೆ 5 ದಿನ ಜಲ ಕಂಟಕ,asianet,1
ಪ್ರೇಮ ಪ್ರಕರಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ಎರಡು ಕುಟುಂಬಗಳ ನಡುವೆ ಮಾರಾಮಾರಿ,asianet,1
Bengaluru Crime News: ಕಾಲೇಜು ಹಾಸ್ಟೆಲಲ್ಲಿ ಇಂಜಿನಿಯರಿಂಗ್ ಸ್ಟುಡೆಂಟ್ ಆತ್ಮಹತ್ಯೆ,asianet,1
 ಕಚ್ಚಾ ಬಾದಾಮ್‌ ಗಾಯಕ ಭುವನ್ ಬಡ್ಯಾಕರ್‌ಗೆ ರೈಲ್ವೆಯಲ್ಲಿ ಮ್ಯಾನೇಜರ್‌ ಕೆಲಸ?,asianet,0
ಕಾಮನ್‌ವೆಲ್ತ್‌ ಪದಕ ವಿಜೇತ ಗುರುರಾಜ ಪೂಜಾರಿಗೆ ಅದ್ಧೂರಿ ಸ್ವಾಗತ ,prajavani,1
ಹಳೆಯ ಸಂಬಂಧವಿಲ್ಲದ ವೀಡಿಯೊವನ್ನು ನೂಪುರ್ ಶರ್ಮಾರನ್ನು ಬೆಂಬಲಿಸಿ ನಾಗಾ ಸಾಧುಗಳ ರ್ಯಾಲಿ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
ಇನ್ಫೋಸಿಸ್‌ ನಾರಾಯಣ ಮೂರ್ತಿ ಅಳಿಯ ರಿಷಿ ಸುನಾಕ್‌ ಬ್ರಿಟನ್‌ ಮುಂದಿನ ಪ್ರಧಾನಿ?,asianet,1
ಹಣಕಾಸು ಸಚಿವೆ ನಿರ್ಮಲಾ ಸೀತರಾಮನ್‌ ಸರಳತೆಗೆ ಶ್ಲಾಘನೆ: ವಿಡಿಯೋ ವೈರಲ್‌,asianet,1
"ಮಂಕಿಪಾಕ್ಸ್ ಪ್ರಕರಣ ದಿಢೀರ್ ಏರಿಕೆ, WHOನಿಂದ ಜಾಗತಿಕ ಆರೋಗ್ಯ ತುರ್ತುಪರಿಸ್ಥಿತಿ ಘೋಷಣೆ",asianet,1
"ಜಿಲ್ಲೆಗೆ ಕೇಂದ್ರದಿಂದ 31 ಸಾವಿರ ಧ್ವಜ: ಸಿಇಒ                              
                        ",prajavani,1
 ಭಾರತದ ಅದ್ಭುತ ಗ್ರಾಮಗಳಿವು! ನೀವು ನೋಡಿದ್ದೀರಾ?,news18,1
ಕಳೆದ ವರ್ಷ ಅಹ್ಮದಾಬಾದ್‌ನಲ್ಲಿ ಪಕ್ಷಿಗಳು ಹಾರಾಡುತ್ತಿದ್ದ ದೃಶ್ಯವನ್ನು ಈಗ ಬೆಂಗಳೂರು ವಿಮಾನ ನಿಲ್ದಾಣದ ವಿಡಿಯೊ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
 ಸೋನಿಯಾ ಕಾಲಿಗೆರಗಿದ ಸಿಂಗ್‌,asianet,0
ಪ್ರವಾದಿ ನಿಂದನೆ ವಿರುದ್ಧ ಕರ್ನಾಟಕದಲ್ಲೂ ತೀವ್ರ ಆಕ್ರೋಶ: ಬಿಗು ವಾತಾವರಣ,asianet,1
ಪೂರ್ವ ಲಡಾಕ್‌ನಲ್ಲಿ ಚೀನಾ ಆಕ್ರಮಿಸಿಕೊಂಡಿದ್ದ ಪ್ರದೇಶವನ್ನು ಮರುವಶಪಡಿಸಿಕೊಂಡ ನಂತರ ಸೇನಾ ಸಿಬ್ಬಂದಿ ನೃತ್ಯ ಮಾಡುತ್ತಿದ್ದಾರೆಂದು ಹಳೆಯ ವಿಡಿಯೋವನ್ನು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ನರೇಂದ್ರ ಮೋದಿ ಹಾಗೂ ಪಾಕ್ ಪ್ರಧಾನಿ ಷರೀಫ್ ಶೀಘ್ರದಲ್ಲೇ ಭೇಟಿ, ವೇದಿಕೆ ಸಿದ್ದ",asianet,1
ದೆಹಲಿಯಲ್ಲಿ ವ್ಯಕ್ತಿಯನ್ನು ಕೊಂದು ಫ್ರಿಡ್ಜ್‌ನಲ್ಲಿಟ್ಟ ಪಾತಕಿ..,asianet,1
"ರಾಕೇಶ್ ಟಿಕಾಯತ್‌ ‘ಅಲ್ಲಾ ಹು ಅಕ್ಬರ್ ಎಂದರೆ.. ರೈತರು ಕೋಪದಿಂದ ‘ಹರಹರ ಮಹಾದೇವ ಎಂದು ಕೂಗಲಿಲ್ಲ, ಅರ್ಧ ಎಡಿಟೆಡ್ ವಿಡಿಯೊವನ್ನು ವೈರಲ್ ಮಾಡಲಾಗಿದೆ",factly,0
 ಬಿಎಸ್ಎಫ್ ಯೋಧರೊಂದಿಗೆ ವಿಜಯ್ ದಿವಸ್ ಆಚರಿಸಿದ್ರಾ ಬಾಲಿವುಡ್‌ ಬೆಡಗಿ?,asianet,0
"ಸಂಜಯ್‌ ರಾವುತ್‌ಗೆ ರಿಲೀಫ್‌ ನೀಡದ ಕೋರ್ಟ್‌, ಇನ್ನೂ ಮೂರು ದಿನ ED ಕಸ್ಟಡಿಗೆ ",asianet,1
ಶ್ರೀಲಂಕಾ ಅಧ್ಯಕ್ಷ ಗೊಟಬಯ ರಾಜಪಕ್ಸ ರಾಜೀನಾಮೆ,asianet,1
ತಿರುಚಿದ 2010 ರ ಛಾಯಾಚಿತ್ರವನ್ನು 74ನೇ ಸ್ವಾತಂತ್ರ್ಯ ದಿನದ ಕಾಶ್ಮೀರದ ಲಾಲ್ ಚೌಕದ ಚಿತ್ರವೆಂದು ಹೇಳಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
 ಆನ್‌ಲೈನ್‌ ಕ್ಲಾಸ್‌ಗಾಗಿ  ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಫ್ರೀ ಸ್ಮಾರ್ಟ್‌ಫೋನ್‌?,asianet,0
"ಡಿಜಿಟಲ್​ಕಲೆಯ ವಿಡಿಯೊ ಊದು ಪಾವೈ ಸಸ್ಯದ ಹೆಸರಲ್ಲಿ ಹರಿದಾಡಿದ್ದು, ಈ ಔಷಧೀಯ ಸಸ್ಯ ಪರಾಗಸ್ಪರ್ಶ ಮಾಡುವಾಗ ಶಬ್ದ ಮಾಡುತ್ತದೆ ಎಂದು ಸುಳ್ಳು ಹಬ್ಬಿಸಲಾಗಿದೆ",factly,0
ಚಾರ್‌ಧಾಮ್‌ ಯಾತ್ರೆ: ಭಾರೀ ಸಾವಿಗೇನು ಕಾರಣ? ತಜ್ಞರು ಹೇಳಿದ್ದು ಹೀಗೆ,asianet,1
ಹಳೆಯ ಸಂಬಂಧವಿಲ್ಲದ ವೀಡಿಯೊವನ್ನು ಇತ್ತೀಚಿಗೆ ಹಠಾತ್ ಸಂಭವೀಸಿದ ಕೊರೊನಾವೈರಸ್ಗೆ ಸಂಬಂಧಿಸಿದೆ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ.,factly,0
"ಟ್ರಿಪಲ್‌ ಜಂಪ್‌ ಚಿನ್ನ, ಬೆಳ್ಳಿ ಭಾರತಕ್ಕೆ ",prajavani,1
"ಗ್ರಾಪಂಗಳಿಗೆ ಡಿಜಿಟಲ್‌ ಕಿಟ್‌ ವಿತರಣೆ                              
                        ",prajavani,1
"ನಿರಂತರ ಮಳೆ: ಕೊಳೆತ ಉದ್ದು ಬೆಳೆ                              
                        ",prajavani,1
