news,label
ಟ್ರೆಂಡಿಂಗ್​ನಲ್ಲಿದೆ ಫೆನ್ನಿ ಖಾನ್​ ಟೀಸರ್: ಬಿಡುಗಡೆಯಾಗಿ ಒಂದು ದಿನದೊಳಗೆ 40 ಲಕ್ಷ ವೀಕ್ಷಣೆ,1
,0
"ಅಸೂಸ್​ 5ಜೆಡ್​ ಬಿಡುಗಡೆ, ಒನ್​ಪ್ಲಸ್​ 6ಗೆ ಸೆಡ್ಡು?",1
 ತ್ರಿಪುರಾದಲ್ಲಿ ಮುಸ್ಲಿಂ ಮನೆಗಳನ್ನು ಸುಡಲು ಗಲಭೆಕೋರರೊಂದಿಗೆ ‘ಜೈ ಶ್ರೀ ರಾಮ್’ ಘೋಷಣೆಗಳನ್ನು ಕೂಗುತ್ತಿರುವ ಪೋಲೀಸರ ವೀಡಿಯೊ,0
ಫ್ಲಿಪ್​ಕಾರ್ಟ್​ ಆಫರ್: ಕೇವಲ ಸಾವಿರ ರೂ.ಗೆ ಸ್ಮಾರ್ಟ್​ಫೋನ್​ ಖರೀದಿಸಲು ಇಲ್ಲಿದೆ ಸುವರ್ಣಾವಕಾಶ,1
ಇಂಟರ್​ಕಾಂಟಿನೆಂಟಲ್ ಕಪ್: ಕಿವೀಸ್ ವಿರುದ್ಧ ಭಾರತಕ್ಕೆ ಸೋಲು,1
ಭಾರತ vs ವಿಂಡೀಸ್ ಪ್ರಥಮ ಟೆಸ್ಟ್: ಮೊದಲ ದಿನದಾಟದ ಕೆಲ ಚಿತ್ರಪಟಗಳು,1
ಭಾರತದಲ್ಲಿ ಲಂಬೋರ್ಗಿನಿ ಇವೊ ಕಾರು ಬಿಡುಗಡೆ: ಕೇವಲ 2.9 ಸೆಕೆಂಡ್​ನಲ್ಲಿ 100 kmph ವೇಗ!,1
ಕೆಪಿಎಲ್ 2018 ಫೈನಲ್: ಉತ್ತಪ್ಪ ಪಡೆಗೆ ಹೀನಾಯ ಸೋಲು: 2ನೇ ಬಾರಿ ಚಾಂಪಿಯನ್ ಆದ ಬಿಜಾಪುರ ಬುಲ್ಸ್,1
 ಭವಿಷ್ಯದಲ್ಲಿ ಭಾರತ ಇಸ್ಲಾಮಿಕ್ ರಾಷ್ಟ್ರವಾಗಲಿದೆ ಎಂದು ಎಐಯುಡಿಎಫ್ ಮುಖ್ಯಸ್ಥ ಮೌಲಾನಾ ಬದ್ರುದ್ದೀನ್ ಅಜ್ಮಲ್ ಹೇಳುವ ವಿಡಿಯೋ,0
'ರಣವೀರ್​ ಆನ್​ ಟೂರ್'​: ಸ್ವಿಡ್ಜರ್ಲೆಂಡ್​ನಲ್ಲಿ ರಜೆಯ ಮಜ ಪಡೆಯುತ್ತಿರುವ ನಟ,1
 ಕೃಷಿ ಕಾನೂನುಗಳ ವಿರುದ್ಧ ಪ್ರತಿಭಟನೆ ನಡೆಸುತ್ತಿರುವ ರೈತರಲ್ಲಿ ಖಲಿಸ್ತಾನ್ ಪರ ಪ್ರತಿಭಟನಾಕಾರರು ಪ್ರತ್ಯೇಕ ಖಲಿಸ್ತಾನಕ್ಕೆ ಒತ್ತಾಯಿಸಿ ಫಲಕಗಳನ್ನು ಹಿಡಿದಿದ್ದಾರೆ,0
ಆಸ್ಟ್ರೇಲಿಯಾ ನೆಲದಲ್ಲಿ ಗೆಲುವಿನ ನಗೆ ಬೀರಿದ ಭಾರತ; ಕೊಹ್ಲಿ ತಂಡಕ್ಕೆ ಐತಿಹಾಸಿಕ ಗೆಲುವು,1
"ಮಹಿಳೆಯಿಂದ ನಟಿ ಪೂಜಾ ಗಾಂಧಿಗೆ ತರಾಟೆ, ಪ್ರಚಾರದ ವೇಳೆ ನಟಿಗೆ ಅವಮಾನ",1
 ಸಿಎಎ ವಿರೋಧಿ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ ಸಿಖ್ ಆಗಿ ಧರಿಸಿದ್ದ ಮುಸ್ಲಿಂ ವ್ಯಕ್ತಿಯನ್ನು ಪೊಲೀಸರು ಹಿಡಿದಿದ್ದಾರೆ,0
Photos: ವಿದೇಶದಲ್ಲಿ ಚಿಕಿತ್ಸೆ ಪಡೆಯುತ್ತಿರುವ ಅನುಷ್ಕಾ ಶೆಟ್ಟಿ: ಏನಾಗಿದೆ ಬಾಹುಬಲಿಯ​ ಸ್ವೀಟಿಗೆ..?,1
 ‘ಇತಿಹಾಸದಲ್ಲಿ ಮೊದಲ ಬಾರಿಗೆ ತಿರುಮಲಕ್ಕೆ ಹೋಗಲು ಸಾಧ್ಯವಾಗದವರಿಗೆ ಮತ್ತು ಕೊರೊನಾದಿಂದ ಶ್ರೀನಿವಾಸ ಸ್ವಾಮಿ ದೇವರ ದರ್ಶನ ಪಡೆಯದವರಿಗೆ ದೇವಾಲಯವು ಸ್ವಾಮಿಯ ಮೂಲವಿರಾಟ್ ದರ್ಶನದ ವಿಡಿಯೋ ಬಿಡುಗಡೆ ಮಾಡಿದೆ,0
 ಮಾಜಿ ಪ್ರಧಾನಿ ದಿವಂಗತ ಇಂದಿರಾ ಗಾಂಧಿ ಗಾಲ್ವಾನ್ ಕಣಿವೆಯಲ್ಲಿ ಸೈನಿಕರನ್ನು ಉದ್ದೇಶಿಸಿ ಮಾತನಾಡುವ ಫೋಟೋ,0
ಪದ್ಮಾವತಿಗೆ ತೀರದ ಕಂಟಕ: ಹರಿಯಾಣದಲ್ಲೂ ಚಿತ್ರ ತೆರೆಗೆ ಬ್ಯಾನ್,1
ನಾವೆಲ್ಲಾ ಡಮ್ಮಿ.. ಅವರೇ ರಿಯಲ್ ಹೀರೋ; ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ದರ್ಶನ್,1
ಡಿಆರ್​​ಎಸ್ ಕಿಂಗ್ ಎಂಬುದನ್ನ ಮತ್ತೊಮ್ಮೆ ಸಾಬೀತುಪಡಿಸಿದ ಧೋನಿ,1
ಭಾರತೀಯರ ಮಾಹಿತಿ ಕದ್ದರೆ ಕಠಿಣ ಕ್ರಮ: ಫೇಸ್ಬುಕ್ ಮುಖ್ಯಸ್ಥ ಜುಕರ್​ ಬರ್ಗ್​ಗೆ ರವಿಶಂಕರ್ ಪ್ರಸಾದ್ ಎಚ್ಚರಿಕೆ,1
ಮಾರ್ಚ್ 8 ರಿಂದ ಶಿಯೋಮಿ ರೆಡ್ಮಿ ನೋಟ್​ 5 ಆಫ್​​ಲೈನ್ ಡೆಲಿವರಿ,1
 ಅಸ್ಸಾಂನ ಎನ್‌ಆರ್‌ಸಿ ಪಟ್ಟಿಯಲ್ಲಿ ಸೇರದ ಜನರ ಮನೆಗಳನ್ನು ನೆಲಸಮ ಮಾಡುವುದು,0
ಕ್ರಿಕೆಟ್ ದೇವರಿಗೆ ಯಾಕಿಲ್ಲ 'ಐಸಿಸಿ ಹಾಲ್ ಆಫ್ ಫೇಮ್' ಗೌರವ..?,1
ಫ್ಲಿಪ್​​ಕಾರ್ಟ್​ ಎಕ್ಸ್​ಛೇಂಜ್ ಆಫರ್​: ಕೇವಲ 99 ರೂ.ಗೆ ನೋಕಿಯಾ 6.1 ಪ್ಲಸ್​ ಖರೀದಿಸಿ,1
ಟಾಲಿವುಡ್​ ಪ್ರಿನ್ಸ್​​ ಮಹೇಶ್​ ಬಾಬು ಹುಟ್ಟುಹಬ್ಬಕ್ಕೆ ತಿಂಗಳ ಮುಂಚೆಯೇ ಶುಭಾಷಯಗಳ ಸುರಿಮಳೆ,1
" ‘ಕೋವಿಪ್ರಿ’ಗೆ ರೆಮ್\u200cಡಿಸಿವಿರ್\u200cಗೆ ಪರ್ಯಾಯ, ಸುರಕ್ಷಿತವೇ.?']",0
ಏಷ್ಯಾ ಕಪ್ 2018: ಭಾರತ ಹಾಗೂ ಬಾಂಗ್ಲಾದೇಶ ಪಂದ್ಯಗಳ ನಡುವಣ ಕೆಲ ಚಿತ್ರಪಟಗಳು,1
ಜಿ-ಮೇಲ್​ ತಾಣದಲ್ಲಿ ಕಾಣಿಸಿಕೊಂಡ ’ಎರರ್​ 404’ ಸಮಸ್ಯೆಯಿಂದ ಭಾರತದಲ್ಲಿನ ಬಳಕೆದಾರರ ಸಂಖ್ಯೆ ಇಳಿಮುಖ,1
 ಚೀನಾದಿಂದ ಮಾನವ ಮಾಂಸ ರಫ್ತು?'],0
ಸೈಯದ್ ಮುಷ್ತಾಕ್ ಅಲಿ ಟಿ20 ಸೂಪರ್ ಲೀಗ್: ಪಂಜಾಬ್ ವಿರುದ್ಧ ಕರ್ನಾಟಕಕ್ಕೆ ಸೋಲು,1
Virat Kohli: ರನ್ ಮೆಶಿನ್​ನಿಂದ 40ನೇ ಶತಕ; ದಾಖಲಾದವು ಮತ್ತಷ್ಟು ದಾಖಲೆ,1
 ಕಡಿಮೆ ಆದಾಯದ ಒಂದು ಲಕ್ಷ ಯೂನಿಟ್ ಮನೆಗಳನ್ನು ನಿರ್ಮಿಸುವ ಭರವಸೆಯನ್ನು ಉಳಿಸಿಕೊಳ್ಳಲು ವಿಫಲವಾದ ನಂತರ ಮಂಗೋಲಿಯನ್ ಸಚಿವರು ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ಬೆಂಕಿ ಹಚ್ಚಿಕೊಂಡ ವಿಡಿಯೋ,0
ದೀಪಿಕಾ ಮದುವೆ ಫೋಟೋಗೆ ಸರಿಸಾಟಿಯಾಗಿ ನಿಂತ ಆ ವಧು ಯಾರು ಗೊತ್ತಾ?,1
 ಕಚ್ಚಾ ಬಾದಾಮ್\u200c ಗಾಯಕ ಭುವನ್ ಬಡ್ಯಾಕರ್\u200cಗೆ ರೈಲ್ವೆಯಲ್ಲಿ ಮ್ಯಾನೇಜರ್\u200c ಕೆಲಸ?'],0
 ರಾಷ್ಟ್ರಗೀತೆ ಹೇಳಿ ಭಾರತಕ್ಕೆ ಧನ್ಯವಾದ ಹೇಳಿದ ಅಮೆರಿಕಾ!'],0
ಭಾರತ-ಪಾಕಿಸ್ತಾನ ಪಂದ್ಯದ ಬಗ್ಗೆ ಪಾಕ್ ಸ್ಟಾರ್ ಆಟಗಾರ ಹೇಳಿದ್ದೇನು..?,1
['Fact Check| ವಿಶ್ವ ಆರೋಗ್ಯ ಸಂಸ್ಥೆ ಒಪ್ಪಿದ ಮನೆಮದ್ದು!'],0
ಬಾಲಿವುಡ್​ಗೆ 'ಟಗರು' ಪುಟ್ಟಿ ಮಾನ್ವಿತಾ ಎಂಟ್ರಿ; ಶೀಘ್ರವೇ ಸಿಗಲಿದೆಯಾ ಹೊಸ ಸುದ್ದಿ?,1
ಎರಡನೇ ಟೆಸ್ಟ್ ಗೆಲುವಿಗೆ ವಿರಾಟ್ ರಣತಂತ್ರ; ಸ್ಟಾರ್ ಆಟಗಾರರಿಗೆ ಕೊಕ್..?,1
25 ರಂದು 'ಪದ್ಮಾವತ್' ತೆರೆಗೆ: ಜಾಗತಿಕ ಐಮ್ಯಾಕ್ಸ್ 3ಡಿ ಹೊಂದಿರುವ ಮೊದಲ ಭಾರತೀಯ ಚಿತ್ರ,1
ಕನ್ನಡ ಸಿನಿಮಾದಲ್ಲಿ ಅಭಿನಯಿಸಲಿದ್ದಾರಾ ನಟ ರಜನಿಕಾಂತ್​?,1
" ಮಮತಾ ಬ್ಯಾನರ್ಜಿಯವರ ಆಡಳಿತದಲ್ಲಿ ಪಶ್ಚಿಮ ಬಂಗಾಳದ ಪೊಲೀಸ್ ಸಿಬ್ಬಂದಿಗಳು ಮಸೀದಿ ಸ್ವಚ್ಛಗೊಳಿಸುತ್ತಿರುವ ದೃಶ್ಯಗಳುನಿಜಾಂಶ; ಪೋಸ್ಟ್‌ನಲ್ಲಿ ಹಂಚಿಕೊಳ್ಳಲಾದ ಈ ಚಿತ್ರವು ತೆಲಂಗಾಣ ಪೊಲೀಸ್ ಸಿಬ್ಬಂದಿ ಭೈಂಸಾದಲ್ಲಿನ ಪಂಜೆಶಾ ಮಸೀದಿಯನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸುತ್ತಿರುವ ಹಳೆಯ ಫೋಟೋವಾಗಿದೆ. 2016 ರಲ್ಲಿ ಸ್ವಚ್ಛ ಭಾರತ ಅಭಿಯಾನ ಕಾರ್ಯಕ್ರಮದ ಭಾಗವಾಗಿ, ಆದಿಲಾಬಾದ್ ಜಿಲ್ಲೆಯ ಪೊಲೀಸರು ತಮ್ಮ ಜಿಲ್ಲೆಯ ದೇವಸ್ಥಾನಗಳು ಮತ್ತು ಮಸೀದಿಗಳನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿದರು. ಈ ಫೋಟೋಗೂ ಪಶ್ಚಿಮ ಬಂಗಾಳಕ್ಕೂ ಯಾವುದೇ ಸಂಬಂಧವಿಲ್ಲ. ಆದ್ದರಿಂದ, ಪೋಸ್ಟ್‌ನಲ್ಲಿ ಮಾಡಿದ ಪ್ರತಿಪಾದನೆ ತಪ್ಪಾಗಿದೆ",0
'ಗೂಗಲ್' ಬಂದ್: ಸೇವೆಯನ್ನು ಸ್ಥಗಿತಗೊಳಿಸಲು ಗೂಗಲ್ ಸಂಸ್ಥೆ ನಿರ್ಧರಿಸಿದ್ದೇಕೆ?,1
 ದೇಶವನ್ನೇ ಬೆಚ್ಚಿ ಬೀಳಿಸಿರುವ ಹತ್ರಾಸ್ ಅತ್ಯಾಚಾರ ಸಂತ್ರಸ್ತೆ ಈಕೆನಾ?'],0
PHOTOS: ನೀಲಿ ಚಿತ್ರ ತಾರೆಯಾಗಿ ಅಭಿನಯಿಸಿರುವ ನಟಿ ರಮ್ಯಾಕೃಷ್ಣರ ಹಾಟ್ ಫೋಟೋಶೂಟ್​..!,1
ಸುಮಲತಾ ಬೆನ್ನಿಗೆ ನಿಂತ ಚಾಲೆಂಜಿಂಗ್​ ಸ್ಟಾರ್​ ದರ್ಶನ್​; ಅಂಬರೀಷ್​​ ಹೆಂಡತಿಗೆ ಸಿಕ್ತು ಆನೆಬಲ,1
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018: ಸೌತ್ ಕೊರಿಯಾ vs ಸ್ವೀಡನ್: 60 ವಷರ್ಗಳ ಬಳಿಕ ಮೊದಲ ಪಂದ್ಯ ಗೆದ್ದ ಸ್ವೀಡನ್,1
" ಚೀನಾದ ಲುಪ್ಪೊ, ತಮ್ಮ ಕೇಕ್ಗಳಲ್ಲಿ ಮಾತ್ರೆಗಳನ್ನು ಮರೆಮಾಡುತ್ತದೆ, ಇದು ಮಕ್ಕಳಲ್ಲಿ ಪಾರ್ಶ್ವವಾಯುವಿಗೆ ಕಾರಣವಾಗುತ್ತದೆ",0
ಕೂಲ್​ಪ್ಯಾಡ್ ನೋಟ್​ 6 ಶೀಘ್ರದಲ್ಲೇ ಮಾರುಕಟ್ಟೆಗೆ,1
ಪ್ರಭಾಸ್ ಭುಜದ ಮೇಲೆ ನಡೆದ ಅನುಷ್ಕಾ:  ದೊಡ್ಡ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಶೆಟ್ಟಿ ಬಾಯಿಬಿಟ್ಟ ಸತ್ಯವೇನು?,1
 ಭಾರತದಿಂದ ಪರಾರಿಯಾಗಲು ನೀರವ್‌ ಮೋದಿ ಬಿಜೆಪಿ ನಾಯಕರಿಗೆ  1300 ಕೋಟಿ ಲಂಚ ನೀಡಿದ್ದಾಗಿ ಲಂಡನ್ ನ್ಯಾಯಾಲಯದಲ್ಲಿ ಹೇಳಿಕೆ ನೀಡಿದ್ದಾರೆ,0
"ನಂಬಿದ್ರೆ ನಂಬಿ, ಬಿಟ್ರೆ ಬಿಡಿ; ಓಎಲ್​ಎಕ್ಸ್​ನಲ್ಲೂ ಬಿಕರಿಯಾಗುತ್ತಿದೆ 'ಕೆಜಿಎಫ್​' ಸಿನಿಮಾ ಟಿಕೆಟ್​!",1
 ಶಹೀನ್\u200c ಭಾಗ್\u200c ದಾದಿ ಈಗ ಪಂಜಾಬಿ ರೈತಳಾಗಿ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ ಭಾಗಿ?'],0
ಲಿಯಾಂಡರ್ ವಿಶ್ವದಾಖಲೆ: ಡೇವಿಸ್ ಕಪ್​ನಲ್ಲಿ ಪೇಸ್​ಗೆ 43ನೇ ಗೆಲುವು; ಚೀನಾ ವಿರುದ್ಧ ಭಾರತ ಕಂಬ್ಯಾಕ್,1
Photos: ಅಭಿನಯಕ್ಕೆ ಅವಕಾಶ ಸಿಗದಿದ್ದರೂ ಶ್ರುತಿ ಹಾಸನ್​ ಬ್ರ್ಯಾಂಡ್​ ವ್ಯಾಲ್ಯು ಮಾತ್ರ ಕಡಿಮೆಯಾಗಿಲ್ಲ..!,1
"India vs Australia, Live Cricket Score: ಆಸೀಸ್​ಗೆ 4 ವಿಕೆಟ್​ಗಳ ಜಯ; ಸರಣಿ ಸಮಬಲ",1
ತೆರೆಗಪ್ಪಳಿಸಲು ಸಜ್ಜಾಗಿದೆ ಹೊಸಬರ ಎ.ಟಿ.ಎಂ. ಸಿನಿಮಾ,1
ಫುಟ್ಬಾಲ್: ಪ್ರಬಲ ಓಮನ್ ಎದುರು ಡ್ರಾ ಸಾಧಿಸಿದ ಭಾರತಕ್ಕೆ ಏಷ್ಯನ್ ಕಪ್​ಗೂ ಮುನ್ನ ಒಳ್ಳೆಯ ಅಭ್ಯಾಸ,1
ಬಣ್ಣದ ಲೋಕಕ್ಕೆ ಸಮಂತಾ ವಿದಾಯ: ಮುಂದೇನು ಮಾಡುತ್ತಾರೆ ಗೊತ್ತಾ?,1
 ಬ್ರೆಡ್\u200c ಮೇಲೆ ಎಂಜಲು ಹಚ್ಚುತ್ತಾರಾ?'],0
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018: 36 ವರ್ಷಗಳ ಬಳಿಕ ವಿಶ್ವಕಪ್​​ನಲ್ಲಿ ಗೆಲುವಿನ ನಗೆ ಬೀರಿದ 'ಪೆರು',1
ಈ ವರ್ಷ ಅತ್ಯಧಿಕ ಲೈಕ್ಸ್​​ ಗಿಟ್ಟಿಸಿಕೊಂಡಿದ್ದು 'ಕೊಹ್ಲಿ'ಯ ಆ ಒಂದು ಫೋಟೋ,1
 ಫ್ರಾನ್ಸ್‌ ಬೀದಿಯಲ್ಲಿ ಈದ್ ಪ್ರಾರ್ಥನೆ ಹಿಂದಿನ ಸತ್ಯವೇನು? ,0
 1893 ರ ವಿಶ್ವ ಧಾರ್ಮಿಕ ಸಮ್ಮೇಳನದಲ್ಲಿ ಸ್ವಾಮಿ ವಿವೇಕಾನಂದರು ಮಾಡಿದ್ದ ಪ್ರಸಿದ್ದ ಭಾಷಣವನ್ನು ಚಿಕಾಗೊ ಆರ್ಟ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್‌‌ ಸಭಾಂಗಣದ ಮೆಟ್ಟಿಲುಗಳಲ್ಲಿ ಪ್ರತಿದಿನ ಪ್ರದರ್ಶಿಸಲಾಗುತ್ತದೆ,0
ರೋಹಿತ್ ದಾಖಲೆಯ ಶತಕ: ದೀಪಾವಳಿಗೆ ಟೀಂ ಇಂಡಿಯಾದಿಂದ ಸರಣಿ ಗೆಲುವಿನ ಗಿಫ್ಟ್​​,1
 ಫಾರಂ ಕೋಳಿಯಿಂದ ಮನುಷ್ಯನಿಗೆ ಬ್ಲಾಕ್ ಫಂಗಸ್ ವರದಿ ಸುಳ್ಳು!'],0
ರಜಿನಿಕಾಂತ್ ಪತ್ನಿ ವಿರುದ್ಧ ವಂಚನೆ ಪ್ರಕರಣದ ತನಿಖೆಗೆ ಸುಪ್ರೀಂಕೋರ್ಟ್ ಆದೇಶ,1
ಅಮೆರಿಕದ ವಿಶ್ವ ಜೂನಿಯರ್ ಎನ್​ಬಿಎ ಬ್ಯಾಸ್ಕೆಟ್​ಬಾಲ್​ನಲ್ಲಿ ಮಿಂಚಿದ ಇಬ್ಬರು ಮಂಡ್ಯ ಹುಡುಗಿಯರು,1
 ಎಚ್\u200cಸಿಕ್ಯೂ ಮಾತ್ರೆ ನೀಡಿದ್ದಕ್ಕೆ ಸ್ವಿಸ್\u200c ಗೌರವ?'],0
 ಇದು ಬಾಂಗ್ಲಾದೇಶದ ವಿಗ್ರಹ ಧ್ವಂಸದ ವಿಡಿಯೋನಾ?,0
ಮುಂಬೈನಲ್ಲಿ ಸಲೂನ್​ನಿಂದ ಹೊರ ಬಂದ ನಟಿ ಇಶಾ ಕ್ಯಾಮೆರಾಗೆ ಪೋಸ್​ ನೀಡಿದ್ದು...,1
" ಹಿಂದೂಗಳನ್ನು ರೋಗಿಗಳಾಗಿಸಲು ರಾಸಾಯನಿಕಗಳನ್ನು ಹೊಂದಿರುವ ಆಹಾರವನ್ನು ಮುಸ್ಲಿಮರು ಮಾರಾಟ ಮಾಡುವಂತೆ ದಾರುಲ್ ಉಲೂಮ್ ದೇವ್‌ಬಂದ್, ‘ಫತ್ವಾ’ ಹೊರಡಿಸಿತು",0
 'ಕಚ್ಚಾ ಬಾದಮ್' ಗಾಯಕ ಭುವನ್ ಬಡ್ಯಾಕರ್‌ಗೆ ಭಾರತೀಯ ರೈಲ್ವೆಯಲ್ಲಿ ಕೆಲಸ ,0
ಉಬರ್​ನಿಂದ ಹಾರಾಡುವ ಕಾರು!,1
 ಮರೀನಾ ಬೀಚ್‌ನಲ್ಲಿ ಪೊಲೀಸ್ ಅಧಿಕಾರಿ ಮೇಲೆ ಮುಸ್ಲಿಂ ಯುವಕರಿಂದ ಹಲ್ಲೆ?,0
ಭಾರತ ಕ್ರಿಕೆಟ್ ತಂಡದ ನಾಯಕ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಅಪರೂಪದ ಕೆಲವು ಚಿತ್ರಗಳು,1
 ವುಹಾನ್ (ಚೀನಾ) ನ ಪ್ರಾಣಿ ಮಾರುಕಟ್ಟೆಯ ವಿಡಿಯೋ,0
ತಮಿಳಿನ '96'ರ ಕನ್ನಡ ರೀಮೇಕ್​ '99' ಸಿನಿಮಾದಲ್ಲಿ ಗೋಲ್ಡನ್​ ಸ್ಟಾರ್​ ಗಣೇಶ್​ ನ್ಯೂ ಲುಕ್ಸ್​..!,1
 ಮಿರ್ಜಾಪುರದಲ್ಲಿ ಮುಸ್ಲಿಂ ವ್ಯಕ್ತಿಯೊಬ್ಬ ಹಿಂದೂ ಮಹಿಳೆಯರ ಮೇಲೆ ಅಮಾನುಷವಾಗಿ ಹಲ್ಲೆ ನಡೆಸಿದ ವಿಡಿಯೋ,0
 ಶಿಕ್ಷಕರ ಕಾರಿಗೂ ಬಂತು ಲೋಗೋ!'],0
ಶಿರಸಿ: ಬನವಾಸಿಯಲ್ಲಿ ‘ಫಿಲಿಪ್ಪೀನ್ಸ್ ಅನಾನಸ್’,0
 ಇ-ಪೇಪರ್\u200c ಪಿಡಿಎಫ್\u200c ಫಾರ್ವರ್ಡ್\u200c ಅಪರಾಧವೇ?'],0
 ಪೂರ್ವ ಲಡಾಕ್‌ ನಲ್ಲಿ ಚೀನಾ ಆಕ್ರಮಿಸಿಕೊಂಡಿದ್ದ ಭೂ ಪ್ರದೇಶವನ್ನು ಮರುವಶಪಡಿಸಿಕೊಂಡ ನಂತರ ವಿಶೇಷ ಗಡಿನಾಡು ಪಡೆ (ಸ್ಪೆಷಲ್‌ ಫ್ರಾಂಟಿಯರ್ ಫೋರ್ಸ್) ಸಿಬ್ಬಂದಿ ನೃತ್ಯ ಮಾಡುತ್ತಿರುವ ವಿಡಿಯೋ,0
ಇನ್ಮುಂದೆ ಕಲಬೆರಕೆ ಹಾಲನ್ನು ಸ್ಮಾರ್ಟ್​ಫೋನ್​ನಲ್ಲಿ ಪತ್ತೆ ಹಚ್ಚಬಹುದು,1
ಲೈಂಗಿಕ ಕಿರುಕುಳ ನೀಡಿದ ಕಾಮುಕನ ಕೈ ತಿರುವಿದ ದಿಟ್ಟ ನಟಿ ಸನುಷಾ,1
 ರೈತರ ಹೋರಾಟ ಬೆಂಬಲಿಸಿ 25 ಸಾವಿರ ಯೋಧರು ಶೌರ್ಯಚಕ್ರ ಹಿಂದಿರುಗಿಸಿದರೇ? ,0
 ಉತ್ತರಾಖಂಡದಲ್ಲಿ ಕಾಳ್ಗಿಚ್ಚಿಗೆ ನೂರಾರು ಮರಗಳು ಬಲಿ?'],0
ಕೆಪಿಎಲ್ ಟೂರ್ನಮೆಂಟ್ ಕುರಿತು ಹಾಡಿಗೊಗಳಿದ ಮೈಕಲ್ ಹಸ್ಸಿ,1
(LIVE): ಏಷ್ಯಾ ಕಪ್ 2018: ರೋಹಿತ್-ಧವನ್ ಭರ್ಜರಿ ಶತಕ: ಭಾರತಕ್ಕೆ 9 ವಿಕೆಟ್​​ಗಳ ಗೆಲುವು,1
ಇನ್ನು ಆನ್​ಲೈನ್​ ಶಾಪಿಂಗ್​ನಲ್ಲಿ ಕ್ವಿಕ್​ ಡೆಲಿವರಿ ಸಿಗಲ್ಲ!,1
ಶ್ರದ್ಧಾ ಕಪೂರ್​ ಹುಟ್ಟುಹಬ್ಬಕ್ಕೆ 'ಸಾಹೋ' ತಂಡದಿಂದ ಸಿಕ್ಕ ವಿಶೇಷ ಉಡುಗೊರೆ ಏನು ಗೊತ್ತಾ?,1
ನಾಯಕನಾಗಿ ಐಪಿಎಲ್​​ನಲ್ಲಿ ಗರಿಷ್ಠ ಪಂದ್ಯವನ್ನಾಡಿದ ಆಟಗಾರರು ಯಾರು ಗೊತ್ತಾ?,1
ಸಿದ್ಧಾರ್ಥ್​ ಮಲ್ಹೋತ್ರ ಅಭಿನಯದ ‘ಅಯ್ಯಾರಿ’ ಸಿನಿಮಾ ಫೆ. 16ಕ್ಕೆ ತೆರೆಗೆ,1
Seetharama Kalyana Movie Review: 'ಕಲ್ಯಾಣ'ದ ಊಟದಲ್ಲಿ ಖಾದ್ಯಕ್ಕಿಂತ ಉಪ್ಪಿನಕಾಯಿಯೇ ಹೆಚ್ಚು,1
 ಮೊಹರಂ ದಿನದಂದು ಹಿಂದೂಗಳು ಉಜ್ಜಯಿನಿಯಲ್ಲಿ ರ್ಯಾಲಿ ಮಾಡಿ ಪಾಕಿಸ್ತಾನದ ವಿರುದ್ಧ ಘೋಷಣೆಗಳನ್ನು ಕೂಗುತ್ತಿದ್ದಾರೆ,0
ಪಟ್​ ಪಟ್​: ದರ್ಶಿನಿಯಲ್ಲಿ ಡೆಮಾಕ್ರಸಿ: ಭಾಗ1,1
 ಈ ಹಿಂದೆ ಬೈಕ್ ಕಳ್ಳತನ ಮಾಡಿದ್ದಕ್ಕಾಗಿ ಭಗವಂತ್ ಮಾನ್ ಮತ್ತು ಆತನ ಸ್ನೇಹಿತರನ್ನು ಪೊಲೀಸರು ಬಂಧಿಸಿದ್ದರು ಎಂದು ಹೇಳಲಾಗಿರುವ ಫೋಟೋ,0
ಭಾರತ ಬಂದ್‌ಗೂ ಮುನ್ನ ಪಂಜಾಬ್ ಸಿಎಂ ಹಾಗೂ ಮುಖೇಶ್ ಅಂಬಾನಿ ಭೇಟಿಯಾಗಿದ್ದರೇ? ,0
ಕಣ್ಣು ಕಾಣದಿದ್ದರೂ ಈಕೆಯ ಸಾಧನೆ ಅಸಾಮಾನ್ಯ; ದೇಶಕ್ಕೆ ಕೀರ್ತಿ ತಂದ ಚಿಕ್ಕಮಗಳೂರಿನ ಚಿನ್ನದ ಹುಡುಗಿ,1
" ರಾಜಸ್ಥಾನದ ಬಲಾಢ್ಯ ಜಾತಿಯ ಸಮೂಹವು ದಲಿತನೊಬ್ಬನಿಗೆ ಚಿತ್ರಹಿಂಸೆ ನೀಡಿ, ಬಲವಂತವಾಗಿ ಮೂತ್ರ ಕುಡಿಸಲಾಗಿದೆ",0
